21,4;23,9;47,8;26.05.2018 00:00:03
21,1;23,8;47,8;26.05.2018 00:20:03
20,8;23,8;45,1;26.05.2018 00:40:03
20,5;23,6;44,5;26.05.2018 01:00:03
20,2;23,5;44,0;26.05.2018 01:20:03
19,8;23,3;45,1;26.05.2018 01:40:03
19,5;23,2;44,5;26.05.2018 02:00:03
19,3;23,2;44,0;26.05.2018 02:20:03
19,0;23,1;44,0;26.05.2018 02:40:03
18,8;23,1;46,7;26.05.2018 03:00:03
18,7;23,2;47,2;26.05.2018 03:20:03
18,4;23,1;44,0;26.05.2018 03:40:03
18,6;23,1;44,5;26.05.2018 04:00:04
18,3;23,1;45,1;26.05.2018 04:20:03
18,1;23,1;44,5;26.05.2018 04:40:03
17,8;23,2;44,5;26.05.2018 05:00:03
17,6;23,1;44,0;26.05.2018 05:20:03
17,4;23,0;44,0;26.05.2018 05:40:03
17,2;23,0;47,2;26.05.2018 06:00:03
17,2;23,0;44,5;26.05.2018 06:20:03
17,2;23,1;44,5;26.05.2018 06:40:03
17,4;21,8;43,5;26.05.2018 07:00:03
17,6;20,8;41,9;26.05.2018 07:20:03
18,0;21,4;41,9;26.05.2018 07:40:03
18,6;22,2;42,9;26.05.2018 08:00:03
19,0;22,6;43,5;26.05.2018 08:20:03
19,4;22,7;42,9;26.05.2018 08:40:03
19,9;22,7;44,0;26.05.2018 09:00:03
20,2;22,4;43,5;26.05.2018 09:20:03
20,9;23,0;44,0;26.05.2018 09:40:03
21,1;23,1;43,5;26.05.2018 10:00:03
21,5;22,9;44,0;26.05.2018 10:20:03
22,0;23,1;44,0;26.05.2018 10:40:04
22,3;22,9;43,5;26.05.2018 11:00:03
22,8;23,1;44,0;26.05.2018 11:20:03
23,3;23,1;44,0;26.05.2018 11:40:03
23,8;23,1;44,5;26.05.2018 12:00:04
24,8;23,1;44,0;26.05.2018 12:20:03
24,9;23,1;44,0;26.05.2018 12:40:03
25,2;23,1;44,0;26.05.2018 13:00:03
25,9;23,1;44,0;26.05.2018 13:20:03
26,8;23,2;44,0;26.05.2018 13:40:03
27,7;23,1;44,0;26.05.2018 14:00:03
29,0;23,2;44,0;26.05.2018 14:20:03
30,5;23,2;44,0;26.05.2018 14:40:03
31,1;23,2;44,0;26.05.2018 15:00:03
30,7;23,2;44,0;26.05.2018 15:20:03
32,1;23,2;44,0;26.05.2018 15:40:03
30,8;23,2;44,0;26.05.2018 16:00:03
29,2;23,3;44,0;26.05.2018 16:20:03
31,4;23,3;44,0;26.05.2018 16:40:03
32,8;23,4;44,5;26.05.2018 17:00:03
34,2;23,4;45,1;26.05.2018 17:20:03
34,4;23,4;45,1;26.05.2018 17:40:03
33,6;23,4;44,5;26.05.2018 18:00:03
31,6;23,4;44,5;26.05.2018 18:20:03
30,8;23,4;44,0;26.05.2018 18:40:03
30,2;23,4;44,5;26.05.2018 19:00:03
29,4;23,4;44,0;26.05.2018 19:20:03
28,8;23,4;44,5;26.05.2018 19:40:03
28,1;23,4;44,5;26.05.2018 20:00:03
27,4;23,4;44,0;26.05.2018 20:20:03
26,7;23,4;44,0;26.05.2018 20:40:03
26,2;23,3;44,5;26.05.2018 21:00:03
26,0;23,4;44,0;26.05.2018 21:20:03
25,3;23,3;44,0;26.05.2018 21:40:03
25,1;23,3;44,5;26.05.2018 22:00:03
25,1;23,2;44,0;26.05.2018 22:20:03
24,8;23,2;44,0;26.05.2018 22:40:03
24,3;23,2;44,0;26.05.2018 23:00:04
23,9;23,3;46,2;26.05.2018 23:20:03
23,6;23,4;47,2;26.05.2018 23:40:03
