22,4;22,9;47,2;22.05.2018 00:00:03
22,4;22,9;47,2;22.05.2018 00:20:03
22,4;22,9;49,4;22.05.2018 00:40:03
22,4;22,9;56,9;22.05.2018 01:00:19
22,4;22,9;51,0;22.05.2018 01:21:40
22,4;22,9;54,8;22.05.2018 01:40:07
22,4;23,0;54,2;22.05.2018 02:02:45
22,0;22,1;45,1;22.05.2018 18:20:04
22,3;22,8;47,2;22.05.2018 18:40:03
22,5;22,8;48,3;22.05.2018 19:00:03
21,9;21,9;46,2;22.05.2018 19:20:03
22,3;22,7;47,8;22.05.2018 19:40:03
22,4;22,9;47,8;22.05.2018 20:00:03
22,5;22,9;48,3;22.05.2018 20:20:03
22,6;22,9;48,3;22.05.2018 20:40:03
22,7;22,9;47,2;22.05.2018 21:00:03
22,7;23,1;47,2;22.05.2018 21:20:03
22,6;23,1;46,2;22.05.2018 21:40:03
22,7;23,1;47,2;22.05.2018 22:00:03
22,6;22,9;47,2;22.05.2018 22:20:03
22,6;22,9;47,2;22.05.2018 22:40:03
22,6;23,1;47,2;22.05.2018 23:00:04
22,6;23,0;47,2;22.05.2018 23:20:03
22,6;22,9;47,2;22.05.2018 23:40:03
