22,6;22,2;46,2;24.05.2018 00:00:03
22,6;22,2;46,2;24.05.2018 00:20:03
22,7;22,2;46,2;24.05.2018 00:40:03
22,8;22,3;46,2;24.05.2018 01:00:03
22,6;22,2;46,2;24.05.2018 01:20:03
22,7;22,3;45,6;24.05.2018 01:40:03
22,6;22,2;45,6;24.05.2018 02:00:03
22,6;22,2;46,2;24.05.2018 02:20:03
22,6;22,2;46,2;24.05.2018 02:40:03
22,8;22,4;46,2;24.05.2018 03:00:04
22,6;22,3;43,5;24.05.2018 03:20:03
22,6;22,2;43,5;24.05.2018 03:40:03
22,4;22,2;43,5;24.05.2018 04:00:03
22,3;22,2;43,5;24.05.2018 04:20:03
22,3;22,1;43,5;24.05.2018 04:40:03
22,3;22,1;42,9;24.05.2018 05:00:04
22,2;22,2;43,5;24.05.2018 05:20:03
22,2;22,2;42,9;24.05.2018 05:40:04
22,4;22,2;42,9;24.05.2018 06:00:03
22,5;22,2;42,9;24.05.2018 06:20:03
22,0;21,9;43,5;24.05.2018 06:40:03
22,2;22,2;42,9;24.05.2018 07:00:03
22,2;22,2;43,5;24.05.2018 07:20:03
22,2;22,1;43,5;24.05.2018 07:40:03
22,2;22,1;42,9;24.05.2018 08:00:04
22,2;22,1;42,9;24.05.2018 08:20:04
22,2;22,1;43,5;24.05.2018 08:40:03
22,2;22,1;42,9;24.05.2018 09:00:03
22,2;22,1;42,9;24.05.2018 09:20:03
22,3;22,1;42,9;24.05.2018 09:40:03
22,2;22,1;43,5;24.05.2018 10:00:03
22,3;22,2;42,9;24.05.2018 10:20:03
22,3;22,2;43,5;24.05.2018 10:40:03
22,3;22,2;43,5;24.05.2018 11:00:04
22,2;22,2;42,9;24.05.2018 11:20:03
22,4;22,2;43,5;24.05.2018 11:40:03
22,3;22,2;42,9;24.05.2018 12:00:03
22,4;22,2;42,9;24.05.2018 12:20:03
22,4;22,2;42,9;24.05.2018 12:40:03
22,5;22,2;42,9;24.05.2018 13:00:03
22,4;22,2;42,9;24.05.2018 13:20:03
22,7;22,4;42,9;24.05.2018 13:40:03
22,8;22,3;43,5;24.05.2018 14:00:03
22,8;22,5;42,9;24.05.2018 14:20:03
22,8;22,4;43,5;24.05.2018 14:40:03
22,8;22,4;43,5;24.05.2018 15:00:03
22,8;22,4;42,9;24.05.2018 15:20:03
22,9;22,4;42,9;24.05.2018 15:40:04
22,7;22,4;44,0;24.05.2018 16:00:03
22,6;22,4;43,5;24.05.2018 16:20:03
22,6;22,4;42,9;24.05.2018 16:40:03
22,6;22,5;43,5;24.05.2018 17:00:03
22,6;22,4;43,5;24.05.2018 17:20:04
22,6;22,6;45,1;24.05.2018 17:40:03
22,8;22,6;46,2;24.05.2018 18:00:03
22,8;22,6;46,7;24.05.2018 18:20:04
22,9;22,8;44,5;24.05.2018 18:40:04
22,9;22,6;43,5;24.05.2018 19:00:03
22,8;22,6;43,5;24.05.2018 19:20:04
22,9;22,5;42,9;24.05.2018 19:40:03
22,8;22,5;43,5;24.05.2018 20:00:03
22,9;22,5;42,9;24.05.2018 20:20:03
22,8;22,6;43,5;24.05.2018 20:40:03
22,9;22,5;43,5;24.05.2018 21:00:03
22,8;22,5;42,9;24.05.2018 21:20:03
22,6;22,5;43,5;24.05.2018 21:40:03
22,8;22,5;44,0;24.05.2018 22:00:03
22,8;22,5;43,5;24.05.2018 22:20:03
22,6;22,5;44,0;24.05.2018 22:40:03
22,6;22,4;43,5;24.05.2018 23:00:03
20,5;23,0;48,3;24.05.2018 23:20:03
20,1;23,1;47,2;24.05.2018 23:40:03
